job_title,company_name,location,job_category,skill
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Robust Data Foundation
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Exceptional Relationships
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Global Engagement
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Total Rewards Program
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Career Growth
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Goose Rewards
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,ICON Rewards
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,CG Gives
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Physical and Mental Health Support
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Inclusion
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Diversity
Manager of Supply Chain Data Analytics,Canada Goose,"Toronto, Ontario, Canada",Analytics,Equity
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,SQL
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data governance
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data modeling
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data munging
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data Management
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data warehousing
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data lakes
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data integration
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data pipelines
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Big data platforms
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Cloud technologies
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Serverless environments
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Python
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,R
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,RDBMS
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,NoSQL
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,PostgreSQL
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,MySQL
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,MongoDB
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Microsoft Power BI
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Spotfire
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Machine Learning
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Artificial intelligence
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Databricks
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Data Virtualization
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,SQL Server
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Streamsets
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Azure Synapse
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Redshift
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Azure Data factory
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,AWS Glue
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Alation Data Catalog
Senior Data Engineering Advisor,Oil and Gas Job Search Ltd,"Calgary, Alberta, Canada",Data Engineer,Oil and gas operations
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Data Science
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Machine Learning
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,AI
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Algorithms
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Predictive Modeling
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Business Challenges
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,TimeSeries Data
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Machine Learning Tools
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Community Building
Lead Data Scientist,ClickJobs.io,"Montreal, Quebec, Canada",Data Scientist,Leadership
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,Machine Learning
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,C/C++
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,Parallel programming
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,ARM architectures
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,ARM Neon SIMD programming
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,Performance optimization
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,Deep Learning
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,Computer Vision
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,Natural Language Processing
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,GPU programming
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,DSP programming
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,Python
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,TensorFlow
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Machine Learning Engineer,PyTorch
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Ropesgray,"Campbellton, New Brunswick, Canada",Data Analyst,Data Analysis
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Ropesgray,"Campbellton, New Brunswick, Canada",Data Analyst,Advanced Statistical Techniques
